-0.000916 1.243950 0.136020 
-0.000916 1.243950 0.136015 
0.002279 1.243950 0.136015 
0.002279 1.243950 0.136015 
0.002279 1.243950 0.136015 
0.002279 1.243950 0.136015 
-0.000916 1.171073 0.136015 
0.002279 1.171073 0.136015 
0.002279 1.171073 0.136015 
0.002279 1.171073 0.136015 
0.002279 1.171073 0.136015 
-0.000916 1.273790 0.136018 
-0.000916 1.273790 0.136018 
-0.000916 1.273790 0.136018 
-0.000916 1.273790 0.136018 
-0.000916 1.273790 0.136018 
0.002279 1.273790 0.136025 
0.002279 1.273790 0.136025 
0.002279 1.273790 0.136025 
0.002279 1.273790 0.136025 
0.002279 1.273790 0.136025 
-0.000916 1.185691 0.136026 
-0.000916 1.185691 0.136026 
-0.000916 1.185691 0.136026 
-0.000916 1.185691 0.136026 
-0.000916 1.185691 0.136026 
0.002279 1.133164 0.136025 
0.002279 1.133164 0.136025 
0.002279 1.133164 0.136025 
0.002279 1.133164 0.136025 
0.002279 1.133164 0.136023 
-0.000916 1.133164 0.136025 
-0.000916 1.133164 0.136025 
-0.000916 1.133164 0.136025 
-0.000916 1.133164 0.136025 
-0.000916 1.133164 0.136025 
-0.000916 1.219735 0.136022 
-0.000916 1.219735 0.136022 
-0.000916 1.219735 0.136022 
-0.000916 1.219735 0.136022 
-0.000916 1.219735 0.136020 
-0.000916 1.219735 0.136019 
-0.000916 1.219735 0.136019 
-0.000916 1.219735 0.136019 
-0.000916 1.219735 0.136019 
-0.000916 1.177437 0.136021 
-0.000916 1.177437 0.136021 
-0.000916 1.177437 0.136021 
-0.000916 1.177437 0.136021 
-0.000916 1.177437 0.136021 
0.002279 1.171614 0.136025 
0.002279 1.171614 0.136025 
0.002279 1.171614 0.136025 
0.002279 1.171614 0.136025 
0.002279 1.171614 0.136025 
-0.000916 1.171614 0.136024 
-0.000916 1.171614 0.136024 
-0.000916 1.171614 0.136024 
-0.000916 1.171614 0.136024 
-0.000916 1.171614 0.136024 
-0.000916 1.187256 0.136024 
-0.000916 1.187256 0.136024 
-0.000916 1.187256 0.136024 
0.002279 1.187256 0.136028 
0.002279 1.187256 0.136029 
0.002279 1.187256 0.136029 
0.002279 1.187256 0.136029 
0.002279 1.187256 0.136029 
0.002279 1.211333 0.136022 
0.002279 1.211333 0.136022 
0.002279 1.211333 0.136022 
0.002279 1.211333 0.136022 
0.002279 1.211333 0.136022 
-0.000916 1.211537 0.136029 
0.002279 1.211537 0.136029 
0.002279 1.211537 0.136029 
0.002279 1.211537 0.136029 
0.002279 1.211537 0.136026 
-0.000916 1.211537 0.136026 
-0.000916 1.211537 0.136026 
-0.000916 1.211537 0.136026 
-0.000916 1.211537 0.136026 
-0.000916 1.124276 0.136024 
-0.000916 1.124276 0.136024 
-0.000916 1.124276 0.136024 
-0.000916 1.124276 0.136024 
-0.000916 1.124276 0.136024 
-0.000916 1.124276 0.136026 
-1.132226 1.195649 0.126786 
-1.132226 1.195649 0.126786 
-1.132226 1.195649 0.126786 
-1.132226 1.195649 0.126786 
-1.132226 1.195649 0.126786 
0.245159 1.195649 0.125265 
0.245159 1.195649 0.125265 
0.245159 1.195649 0.125265 
0.245159 1.195649 0.125265 
0.146090 1.302354 0.116906 
-0.844605 1.302354 0.116906 
-0.844605 1.302354 0.116906 
-0.844605 1.302354 0.116906 
-0.844605 1.302354 0.116906 
-0.611312 1.302354 0.102961 
-1.135422 1.205197 0.102961 
-1.135422 1.205197 0.102961 
-1.135422 1.205197 0.102961 
-1.135422 1.205197 0.102961 
-1.333561 1.205197 0.060629 
-1.260058 1.205197 0.060629 
-1.260058 1.205197 0.060629 
-1.260058 1.205197 0.060629 
-1.260058 1.205197 0.060629 
-2.158075 1.250777 0.005605 
-2.637444 1.250777 0.005605 
-2.637444 1.250777 0.005605 
-2.637444 1.250777 0.005605 
-2.637444 1.250777 0.005605 
-2.672597 1.250777 0.005605 
-2.672597 1.250777 0.005605 
-2.672597 1.250777 0.005605 
-2.672597 1.250777 0.005605 
-2.672597 1.250777 -0.046694 
-1.199338 1.188385 -0.084577 
-1.199338 1.188385 -0.084577 
-1.199338 1.188385 -0.084577 
-1.502938 1.188385 -0.111303 
-1.055527 1.078934 -0.111303 
-1.055527 1.078934 -0.111303 
-1.055527 1.078934 -0.111303 
-1.055527 1.078934 -0.111303 
-1.058723 1.078934 -0.134391 
-0.135140 1.078934 -0.134391 
-0.135140 1.078934 -0.134391 
-0.135140 1.078934 -0.134391 
-0.135140 1.078934 -0.134391 
0.737311 0.967025 -0.137768 
1.037716 0.967025 -0.137768 
1.037716 0.967025 -0.137768 
1.037716 0.967025 -0.137768 
1.037716 0.967025 -0.137768 
1.472343 0.967025 -0.107241 
1.472343 0.967025 -0.107241 
1.472343 0.967025 -0.107241 
1.472343 0.967025 -0.107241 
1.472343 0.967025 -0.107241 
2.069956 1.067097 -0.057370 
2.069956 1.067097 -0.057370 
2.069956 1.067097 -0.057370 
2.069956 1.067097 -0.057370 
3.162916 1.067097 0.019690 
2.715506 1.035363 0.019690 
2.715506 1.035363 0.019690 
2.715506 1.035363 0.019690 
2.715506 1.035363 0.019690 
2.715506 1.035363 0.068759 
2.782617 1.035363 0.087362 
2.782617 1.035363 0.087362 
2.782617 1.035363 0.087362 
2.782617 1.035363 0.087362 
2.782617 1.035363 0.156317 
2.421493 1.086998 0.156317 
2.421493 1.086998 0.156317 
2.421493 1.086998 0.156317 
2.421493 1.086998 0.156317 
2.958386 1.155224 0.233820 
2.958386 1.155224 0.266288 
2.958386 1.155224 0.266288 
2.958386 1.155224 0.266288 
2.958386 1.155224 0.266288 
2.491800 1.155224 0.298101 
2.491800 1.155224 0.298101 
2.491800 1.155224 0.298101 
2.491800 1.155224 0.298101 
2.491800 1.155224 0.298101 
2.475821 1.243672 0.380135 
2.530150 1.243672 0.380135 
2.530150 1.243672 0.380135 
2.530150 1.243672 0.380135 
2.530150 1.243672 0.380135 
2.360773 1.247434 0.434919 
2.360773 1.247434 0.434919 
2.360773 1.247434 0.434919 
2.360773 1.247434 0.434919 
1.910166 1.247434 0.475877 
2.411906 1.247434 0.491917 
2.411906 1.247434 0.491917 
2.411906 1.247434 0.491917 
2.411906 1.247434 0.491917 
2.280878 1.319378 0.527590 
0.698962 1.319378 0.528887 
0.698962 1.319378 0.528887 
0.698962 1.319378 0.528887 
0.698962 1.319378 0.528887 
0.194027 1.319378 0.528887 
-0.192664 1.400474 0.523980 
-0.192664 1.400474 0.523980 
-0.192664 1.400474 0.523980 
-0.192664 1.400474 0.523980 
-0.461110 1.400474 0.526434 
0.337837 1.400474 0.527455 
0.337837 1.400474 0.527455 
0.337837 1.400474 0.527455 
0.337837 1.400474 0.527455 
0.571130 1.412205 0.538698 
0.385774 1.412205 0.538698 
0.385774 1.412205 0.538698 
0.385774 1.412205 0.538698 
0.385774 1.412205 0.538698 
-0.863780 1.412205 0.524095 
-0.863780 1.412205 0.524095 
-0.863780 1.412205 0.524095 
-0.863780 1.412205 0.524095 
-0.694403 1.387538 0.515536 
-0.234209 1.387538 0.509866 
-0.234209 1.387538 0.509866 
-0.234209 1.387538 0.509866 
-0.234209 1.387538 0.509866 
-0.854192 1.387538 0.497080 
-2.825995 1.425335 0.443723 
-2.825995 1.425335 0.443723 
-2.825995 1.425335 0.443723 
-2.825995 1.425335 0.443723 
-2.196424 1.425335 0.443723 
-2.196424 1.425335 0.443723 
-2.196424 1.425335 0.443723 
-2.196424 1.425335 0.443723 
-2.196424 1.425335 0.443723 
-2.196424 1.425335 0.375815 
-2.493633 1.425335 0.375815 
-2.493633 1.425335 0.375815 
-2.493633 1.425335 0.375815 
-2.493633 1.425335 0.375815 
-3.871019 1.373421 0.263818 
-2.749296 1.373421 0.263818 
-2.749296 1.373421 0.263818 
-2.749296 1.373421 0.263818 
-2.749296 1.373421 0.263818 
-2.586311 1.374118 0.195624 
-2.752492 1.374118 0.195624 
-2.752492 1.374118 0.195624 
-2.752492 1.374118 0.195624 
-2.752492 1.374118 0.195624 
-2.477654 1.374118 0.145771 
-2.477654 1.374118 0.145771 
-2.477654 1.374118 0.145771 
-2.477654 1.374118 0.145771 
-2.477654 1.374118 0.145771 
-2.640640 1.236327 0.054198 
-2.640640 1.236327 0.054198 
-2.640640 1.236327 0.054198 
-2.640640 1.236327 0.054198 
-2.640640 1.236327 0.016428 
-2.097355 1.158909 0.016428 
-2.097355 1.158909 0.016428 
-2.097355 1.158909 0.016428 
-2.097355 1.158909 0.016428 
-1.518917 1.158909 -0.035753 
-1.103464 1.135222 -0.035753 
-1.103464 1.135222 -0.035753 
-1.103464 1.135222 -0.035753 
-1.103464 1.135222 -0.035753 
-0.934087 1.135222 -0.059642 
-0.393999 1.135222 -0.059642 
-0.393999 1.135222 -0.059642 
-0.393999 1.135222 -0.059642 
-0.393999 1.135222 -0.059642 
0.299488 1.066315 -0.048653 
0.593501 1.066315 -0.048653 
0.593501 1.066315 -0.048653 
0.593501 1.066315 -0.048653 
0.593501 1.066315 -0.048653 
2.600457 1.085941 -0.010743 
2.600457 1.085941 -0.010743 
2.600457 1.085941 -0.010743 
2.600457 1.085941 -0.010743 
3.015910 1.085941 0.009374 
3.869186 1.085941 0.074283 
3.869186 1.085941 0.074283 
3.869186 1.085941 0.074283 
3.869186 1.085941 0.074283 
3.869186 1.085941 0.074283 
2.667569 1.094069 0.159068 
2.667569 1.094069 0.159068 
2.667569 1.094069 0.159068 
2.667569 1.094069 0.159068 
2.411906 1.094069 0.190670 
2.415101 1.094069 0.208907 
2.415101 1.094069 0.208907 
2.415101 1.094069 0.208907 
2.415101 1.094069 0.208907 
2.143459 1.179084 0.285985 
2.526954 1.179084 0.285985 
2.526954 1.179084 0.285985 
2.526954 1.179084 0.285985 
2.526954 1.179084 0.285985 
2.466234 1.177654 0.350688 
2.363969 1.177654 0.350688 
2.363969 1.177654 0.350688 
